Source,Destination,Distance(M)
City_60,City_57,1216554
City_60,City_58,1177643
City_60,City_42,1586135
City_60,City_13,1200879
City_60,City_14,1197949
City_60,City_37,2289958
City_60,City_30,2030473
City_60,City_5,2592617
City_60,City_41,1143573
City_60,City_52,1586184
City_60,City_26,1676196
City_60,City_21,2063354
City_60,City_28,2089999
City_60,City_36,1516366
City_60,City_44,1310810
City_60,City_43,1313412
City_60,City_10,1690555
City_60,City_32,1940632
City_60,City_33,1920813
City_60,City_3,1144574
City_60,City_9,2102316
City_60,City_34,1460994
City_60,City_59,844458
City_60,City_16,2461547
City_60,City_29,2109270
City_60,City_8,1910766
City_60,City_40,1152267
City_60,City_11,1865004
City_60,City_23,1966756
City_60,City_4,1625764
City_60,City_25,2023556
City_60,City_15,2519119
City_60,City_27,2060510
City_60,City_55,2292038
City_60,City_39,2124559
City_60,City_49,2486667
City_60,City_17,2496296
City_60,City_38,2332351
City_60,City_0,2247168
City_60,City_1,2228209
City_60,City_22,1932182
City_60,City_2,2225300
City_60,City_18,2503737
City_60,City_50,2514355
City_60,City_7,1120654
City_60,City_61,2494485
City_7,City_24,1944051
City_7,City_47,1268844
City_7,City_31,1914763
City_7,City_54,2655467
City_7,City_53,2669364
City_7,City_19,1695805
City_7,City_12,1555033
City_7,City_46,1053421
City_7,City_45,1056540
City_7,City_51,1950560
City_7,City_6,258888
City_7,City_20,1677564
City_7,City_56,324199
City_7,City_35,1698077
City_7,City_48,1074254
City_7,City_57,332304
City_7,City_58,330519
City_7,City_42,1178313
City_7,City_13,1369418
City_7,City_14,1369114
City_7,City_37,2042039
City_7,City_30,1829700
City_7,City_5,2795634
City_7,City_41,861291
City_7,City_52,670468
City_7,City_26,1601452
City_7,City_21,1165556
City_7,City_28,1865066
City_7,City_36,1444835
City_7,City_44,1009705
City_7,City_43,1012307
City_7,City_10,1616846
City_7,City_32,1515731
City_7,City_33,1495912
City_7,City_3,1604413
City_7,City_9,2182556
City_7,City_34,1632223
City_7,City_59,774262
City_7,City_16,1535031
City_7,City_29,1883005
City_7,City_8,1683458
City_7,City_40,842683
City_7,City_11,1880069
City_7,City_23,1739448
City_7,City_4,1828696
City_7,City_25,1796248
City_7,City_15,1635588
City_7,City_27,1833202
City_7,City_55,2495055
City_7,City_39,1831518
City_7,City_49,2061766
City_7,City_17,1573919
City_7,City_38,2035402
City_7,City_0,2018448
City_7,City_1,2006725
City_7,City_22,1704874
City_7,City_2,1992631
City_7,City_18,1607892
City_7,City_50,2089454
City_7,City_60,1123294
City_7,City_61,2069584
City_61,City_24,737763
City_61,City_47,831613
City_61,City_31,652568
City_61,City_54,2444326
City_61,City_53,2458223
City_61,City_19,1014465
City_61,City_12,1420522
City_61,City_46,1044984
City_61,City_45,1043177
City_61,City_51,376758
City_61,City_6,1819807
City_61,City_20,1035830
City_61,City_56,1759597
City_61,City_35,1728820
City_61,City_48,1018238
City_61,City_57,1776879
City_61,City_58,1754492
City_61,City_42,908378
City_61,City_13,1783514
City_61,City_14,1782893
City_61,City_37,524748
City_61,City_30,795618
City_61,City_5,2584493
City_61,City_41,1364444
City_61,City_52,1612818
City_61,City_26,1105382
City_61,City_21,1368450
City_61,City_28,704292
City_61,City_36,1208350
City_61,City_44,1207054
City_61,City_43,1205827
City_61,City_10,1210398
City_61,City_32,555455
City_61,City_33,577041
City_61,City_3,2362987
City_61,City_9,1569908
City_61,City_34,1732935
City_61,City_59,1704103
City_61,City_16,1006447
City_61,City_29,694225
City_61,City_8,748329
City_61,City_40,1343112
City_61,City_11,1265445
City_61,City_23,738607
City_61,City_4,1775678
City_61,City_25,689442
City_61,City_15,915332
City_61,City_27,665990
City_61,City_55,2283914
City_61,City_39,545938
City_61,City_49,6010
City_61,City_17,993708
City_61,City_38,467939
City_61,City_0,635161
City_61,City_1,671980
City_61,City_22,776927
City_61,City_2,652113
City_61,City_18,960188
City_61,City_50,60084
City_61,City_60,2527193
City_61,City_7,2064219
